roles,companies,locations,experience,skills,Dates,PresentDate,salary
Content Manager,Ideaboard,Bengaluru,4-8 Yrs,Content managementAdvocatecontent designingResearchManagementContentAdvocacyDesign,30+ Days Ago,24-11-2024,Not disclosed
Node . js Developer,Navriti Technologies (P). Ltd.,Bengaluru,2-6 Yrs,Node . JsNodeDevelopmentJavascript,30+ Days Ago,24-11-2024,Not disclosed
Admission Counsellor,Alliance University,"New Delhi, Bengaluru",1-4 Yrs,Lead generationBasicInterpersonal skillsExcelAdmission CounsellorSocial mediaConsultingDatabase,30+ Days Ago,24-11-2024,Not disclosed
Education facilitator,My Skill Republic,"Noida, New Delhi",0-5 Yrs,Cold callingClient meetingNetworkingDatabase managementField salesRelationship buildingFacilitationSales,26 Days Ago,24-11-2024,Not disclosed
Consultant Trainer,My Skill Republic,"Noida, New Delhi, Greater Noida",0-5 Yrs,TrainingSkill developmentNetworkingContent writingContentWritingDevelopmentConsulting,26 Days Ago,24-11-2024,Not disclosed
EYP/KG homeroom teacher,educohire,Bengaluru(Koramangala +3),1-3 Yrs,Qualification - Graduate + Montessori Trained/Early Child Diploma Minimum 2 year experience in Pre-Primary/KG setup. Freshers with relevant qualifications can also apply. Excellent communication skills. Good Computer and IT knowledge.TeachingIT KnowledgeApplicationInstallationComputerMontessoriCan Bus,26 Days Ago,24-11-2024,3.5-5.5 Lacs PA
WESTERN VOCAL TEACHER,Music Pandit,Bengaluru,2-4 Yrs,Head Business DevelopmentInchargeTeachingDevelopmentBusiness development,30+ Days Ago,24-11-2024,Not disclosed
Ukulele Teacher,Music Pandit,Bengaluru,1-4 Yrs,Head Business DevelopmentInchargeTeachingDevelopmentBusiness development,30+ Days Ago,24-11-2024,Not disclosed
KEYBOARD TEACHER,Music Pandit,Bengaluru,2-4 Yrs,Head Business DevelopmentInchargeTeachingBusiness developmentKeyboardDevelopment,30+ Days Ago,24-11-2024,Not disclosed
Faculty - Piano / Keyboard,Trishan School Of Music,Bengaluru,2-4 Yrs,MINTeachingKeyboard,30+ Days Ago,24-11-2024,Not disclosed
Development Lead - Dynamics and Power Platform,Mylearnings Technlogies,Bengaluru,8-9 Yrs,Computer sciencecontinuous integrationDevelopment LeadAgileSQL Server integration servicesASP.NetScrumUnit testing,30+ Days Ago,24-11-2024,Not disclosed
Manager - Corporate Relations,Alliance University,Bengaluru,3-8 Yrs,TrainingE-learningLMSManagement systemsMDPManagementTraining managementMS Office,30+ Days Ago,24-11-2024,Not disclosed
"STEM Trainer - AI / Robotics(Pref.Profiles:-Assam,Meghalaya,&Nagaland)",M M School,Raipur,3-5 Yrs,ai trainerAi SolutionsTraining ModulesRoboticsrobotics trainingRobot Operating SystemRobot ProgrammingProgram,27 Days Ago,24-11-2024,3.5-5 Lacs PA
Business Development Manager,Open Door,Bengaluru,1-4 Yrs,ChemistryOOPSMathematicsDevelopmentBusiness developmentBusiness development managementManagement,30+ Days Ago,24-11-2024,Not disclosed
Field Investigator - ICMR-PCOS Project,St. Johnâ??s Research Institute,Bengaluru,1-5 Yrs,fraud controlrisk managementcredit analysisadministrationcustomer servicecredit appraisalrecoveryfield investigation,30+ Days Ago,24-11-2024,Not disclosed
IGCSE Maths Tutor - Freelance - WFH,Ncr Eduservices,Remote,2-6 Yrs,Maths TeacherIGCSE MathsIGCSEIBIbdp mathsIbdp SchoolFreelancingTeaching Maths,2 Days Ago,24-11-2024,Not disclosed
Speech Therapist - CAREADD ( Clinical ),St. Johns Research Institute,Bengaluru,1-6 Yrs,TrainingPathologyConsultingProject HeadPrincipal InvestigatorStatisticsCounsellingData entry,30+ Days Ago,24-11-2024,Not disclosed
Principal AY 25-26,GIG Education Trust,Vijayawada,10-17 Yrs,AdministrationLeadershipSchool ManagementManagement,2 Days Ago,24-11-2024,Not disclosed
Pre School Teacher- Online Classes,OurPlayschool.com,Bengaluru,1-4 Yrs,Manager TechnologyDirectorManagementmicrosoftDirectTechnologyTechnology managementPreschool,30+ Days Ago,24-11-2024,Not disclosed
Content Writer,OurPlayschool.com,Bengaluru,2-3 Yrs,Copy writingUsageMINSocial mediaContent writingSEOMediaContent,30+ Days Ago,24-11-2024,Not disclosed
Project Assistant,Institute Of Bioinformatics And Applied Biotechnology,Bengaluru,1-3 Yrs,ProcurementAdministrationoperational supportProject reportsProject documentationProject managementRisk assessmentScheduling,30+ Days Ago,24-11-2024,Not disclosed
Associate Teacher,Sharanya Narayani International School,Bengaluru,1-6 Yrs,Help DeskCustomer Servicecustomer relationshipaccess controlsTelephony supportAsset ManagementVendor ManagementInformation,30+ Days Ago,24-11-2024,Not disclosed
Business Finance Analyst,CA Monk,Bengaluru,2-5 Yrs,Data analysisCostingFinancial analysisBusiness analysisProject managementBudgetingMS OfficeBusiness intelligence,30+ Days Ago,24-11-2024,Not disclosed
Finance Executive,21K Schoolmindreflex Technologies,Bengaluru,1-6 Yrs,SANTDSHead Business DevelopmentFinancial analysisGeneral accountingSOCSMSBudgeting,30+ Days Ago,24-11-2024,Not disclosed
Programme Manager,Institute Of Bioinformatics And Applied Biotechnology,Bengaluru,2-4 Yrs,AdministrationBiotechnologyExcelProgram managementManager Program ManagementManagementPowerpointBioinformatics,30+ Days Ago,24-11-2024,Not disclosed
Frontend Developer,Cuemath,Bengaluru,1-3 Yrs,BackendGITWeb technologiesFront endhtml5JavascriptYARNAjax,30+ Days Ago,24-11-2024,Not disclosed
Software Architect,Cuemath,Bengaluru,3-5 Yrs,Application designBackendFront endArchitectureCodingSystem integrationWorkflowSoftware Architect,30+ Days Ago,24-11-2024,Not disclosed
Senior Product Designer,Cuemath,Bengaluru,2-4 Yrs,User researchWeb technologiesUser interface designingProduct planningTool designProduct strategyVisual DesignPlanning,30+ Days Ago,24-11-2024,Not disclosed
Senior Product Developer,Cuemath,Bengaluru,2-4 Yrs,BackendNetworkingOSIDebuggingEngineering DesignManagementAWSPython,30+ Days Ago,24-11-2024,Not disclosed
Engineering Manager - Backend,Cuemath,Bengaluru,2-4 Yrs,BackendSoftware designTeam managementArchitectureCodingSystem integrationEngineering ManagerWorkflow,30+ Days Ago,24-11-2024,Not disclosed
Engineering Manager,Cuemath,Bengaluru,3-5 Yrs,Application designBackendTeam managementFront endArchitectureCodingManagementSoftware quality assurance,30+ Days Ago,24-11-2024,Not disclosed
Software Engineer,Cuemath,Bengaluru,1-3 Yrs,Web technologieshtml5JavascriptAjaxCSS3HTMLSoftwareSoftware engineering,30+ Days Ago,24-11-2024,Not disclosed
Software Architect - Backend,Cuemath,Bengaluru,2-4 Yrs,Application designBackendFront endArchitectureCodingSystem integrationSoftware ArchitectWorkflow,30+ Days Ago,24-11-2024,Not disclosed
SDE,Cuemath,Bengaluru,1-3 Yrs,Software designBackendOperating systemsTime managementAnalyticalProgrammingPythonSoftware,30+ Days Ago,24-11-2024,Not disclosed
SDE 3,Cuemath,Bengaluru,8-12 Yrs,Application designBackendTeam managementFront endArchitectureCodingManagementSoftware quality assurance,30+ Days Ago,24-11-2024,Not disclosed
Software Architect,Cuemath,Bengaluru,3-5 Yrs,Application designBackendFront endArchitectureCodingSoftware ArchitectManagementSoftware quality assurance,30+ Days Ago,24-11-2024,Not disclosed
Engineering Manager,Cuemath,Bengaluru,3-5 Yrs,Application designBackendTeam managementArchitectureCodingSystem integrationWorkflowManagement,30+ Days Ago,24-11-2024,Not disclosed
Software Architect,Cuemath,Bengaluru,8-12 Yrs,Application designBackendTeam managementFront endArchitectureCodingSoftware ArchitectManagement,30+ Days Ago,24-11-2024,Not disclosed
Software Architect,Cuemath,Bengaluru,3-5 Yrs,Application designSoftware designBackendArchitectureCodingSystem integrationWorkflowSoftware Architect,30+ Days Ago,24-11-2024,Not disclosed
Software Achitect,Cuemath,Bengaluru,4-7 Yrs,Application designSoftware designBackendArchitectureCodingSystem integrationWorkflowSoftware Architect,30+ Days Ago,24-11-2024,Not disclosed
JavaScript Developer,Cuemath,Bengaluru,1-3 Yrs,BackendFront endGITWeb technologieshtml5JavascriptYARNAjax,30+ Days Ago,24-11-2024,Not disclosed
Senior Product Designer,Cuemath,Bengaluru,2-4 Yrs,User researchWeb technologiesProduct planningTool designVisual DesignVisualPlanningResearch,30+ Days Ago,24-11-2024,Not disclosed
Software Engineer,Cuemath,Bengaluru,1-3 Yrs,Application designFunctional testingIntegration testingDebuggingTroubleshootingTechnical documentationDocumentationApplication,30+ Days Ago,24-11-2024,Not disclosed
SDE 2 - Backend Engineer,Cuemath,Bengaluru,3-4 Yrs,Software designBackendOperating systemsTime managementAnalyticalProgrammingPythonSoftware,30+ Days Ago,24-11-2024,Not disclosed
Customer Project Manager,Friesian Technologies Private Limited,Bengaluru,4-9 Yrs,Project StaffArchitectureCloudProject schedulingManagementProject executionProject managementProject,30+ Days Ago,24-11-2024,Not disclosed
JRF Position in Chemistry/Physics//Material Science,Reva University,Bengaluru,1-3 Yrs,ProfessorMOBChemistryMaterial scienceJunior Research FellowmicrosoftPositioningPhysics,30+ Days Ago,24-11-2024,Not disclosed
Interior Design / Architecture faculty,Bangalore School Of Design,Bengaluru,3-7 Yrs,architectural designinterior designing3ds maxproject managementvrayclient servicingteachingphotoshop,30+ Days Ago,24-11-2024,Not disclosed
Graphic Design faculty,Bangalore School Of Design,Bengaluru,2-6 Yrs,digitaltypographyartcssuxuser interface designingteachingphotoshop,30+ Days Ago,24-11-2024,Not disclosed
Technician - USDA,St. Johns Research Institute,"Chittoor, Bengaluru",1-2 Yrs,Manager Quality AssuranceNutritionAnalyticalStandard operating proceduresPrincipal InvestigatorData qualityResearchInventory,30+ Days Ago,24-11-2024,Not disclosed
Research Coordinator,St. Johns Research Institute,"Chittoor, Bengaluru",1-2 Yrs,NutritionTime managementProject managementPrincipal InvestigatorResearchResearch CoordinatorEpidemiologyAnalytics,30+ Days Ago,24-11-2024,Not disclosed
Post Doctoral Fellow- USDA-Cornell Gut Microbiome Project,St. Johns Research Institute,"Chittoor, Bengaluru",1-2 Yrs,Statistical programmingOperations researchSASNutritionProject managementResearchEpidemiologyOperations,30+ Days Ago,24-11-2024,Not disclosed
Project Technical Support III,St. Johns Research Institute,Bengaluru,1-6 Yrs,Computer scienceBasicData analysisqueryDatabasePrincipal InvestigatorData qualityResearch,30+ Days Ago,24-11-2024,Not disclosed
Project Technical Support,St. Johns Research Institute,Bengaluru,3-8 Yrs,AdministrationField StaffPrincipal InvestigatorStaff managementResearchManagementTechnical supportMonitoring,30+ Days Ago,24-11-2024,Not disclosed
Technician - G2P Wellcome Trust Project,St. Johns Research Institute,Bengaluru,2-7 Yrs,InchargeMLTRisk assessmentTransmissionManager TechnologyPrincipal InvestigatorICUData entry,30+ Days Ago,24-11-2024,Not disclosed
Qualitative Interviewer - Harmony Grant Project,St. Johns Research Institute,Bengaluru,2-6 Yrs,TrainingInterpersonal skillsTranscriptionCodingTime managementPrincipal InvestigatorSchedulingResearch,30+ Days Ago,24-11-2024,Not disclosed
Project Scientist II ( Medical ),St. Johns Research Institute,Bengaluru,3-8 Yrs,TrainingCcommunity medicinePrincipal InvestigatorScientist IIResearchMonitoringProject,30+ Days Ago,24-11-2024,Not disclosed
Project Research Scientist -I Non- Medical,St. Johns Research Institute,Bengaluru,1-3 Yrs,TrainingPediatricsPublishingInchargeCHealthcarePrincipal InvestigatorResearch,30+ Days Ago,24-11-2024,Not disclosed
Project Nurse - III,St. Johns Research Institute,Bengaluru,1-3 Yrs,Quality improvementNursingCGNMHealthcareNICUPrincipal InvestigatorResearch,30+ Days Ago,24-11-2024,Not disclosed
clinical Research Monitors- TIPS 3 PHRI Study,St. Johns Research Institute,Bengaluru,2-7 Yrs,TrainingGCPSite feasibilityInspectionClinical researchPrincipal InvestigatorHRMonitoring,30+ Days Ago,24-11-2024,Not disclosed
NLU Faculty,Triumphant Institute of Management Education (T I M E),Bengaluru,1-3 Yrs,data analysisnatural language processingsentiment analysismathematicsteachingtrainingresearchexperiential learning,30+ Days Ago,24-11-2024,Not disclosed
Automation Engineer,McGraw Hill,Noida,0-5 Yrs,AutomationEnterprise applicationsPowershellGTSJavascriptAgileWorkflowHTML,29 Days Ago,24-11-2024,Not disclosed
Windows Endpoint Engineer,McGraw Hill,Noida,0-5 Yrs,AdministrationWindows OSUsagePowershelldata securityGTSCloudAgile,29 Days Ago,24-11-2024,Not disclosed
Sr Quality Assurance Engineer,ACI Worldwide,Bengaluru,4-8 Yrs,Product managementautomation frameworkSystem architectureManager Quality AssuranceTest scriptsTest planningRegression testingsoftware quality,29 Days Ago,24-11-2024,Not disclosed
Immediate hiring For Experienced Preschool Teachers @ KLAY - Bangalore,KLAY Preschools & Daycare,Bengaluru(Bellandur +5),3-8 Yrs,MontessoriPreschoolPre PrimaryNurseryEarly Childhood EducationPreHiringEducation,29 Days Ago,24-11-2024,2.5-4 Lacs PA
Customer Success Manager,Anthology Inc,Bengaluru,5-8 Yrs,AdministrationCustomer service orientationManager TechnologyRegional salesCustomer supportAccount managementCustomer experienceCustomer engagement,30+ Days Ago,24-11-2024,Not disclosed
Project Technical Support - III,St. Johns Research Institute,Bengaluru,1-6 Yrs,NutritionTime managementStandard operating proceduresData collectionPrincipal Investigatordata integrityResearchTechnical support,30+ Days Ago,24-11-2024,Not disclosed
Graphic Designer,Campalin,Bengaluru,1-4 Yrs,GraphicsBrand campaignsE-learning3DIllustratorIllustrationSocial mediaCorel Draw,30+ Days Ago,24-11-2024,Not disclosed
M Pharm Fresher For Teaching,Eduworld Bangalore Educational Services,Thiruvananthapuram(Kandala +1),0-3 Yrs,Lecturer ActivitiesProfessor ActivitiesTeachingMPharmaceutical,19 Days Ago,24-11-2024,2-3 Lacs PA
Senior Fullstack Developer,Pirsonal,Bengaluru,5-10 Yrs,security complianceAutomation testingFront endGITLinuxHP data protectorCodingDebugging,30+ Days Ago,24-11-2024,Not disclosed
Physics Teacher,Banshi Singh Inter College,Gorakhpur,0-5 Yrs,ChemistryChemicalShapingBiologyMonitoringTeachingTeaching BiologyPhysics,30 Days Ago,24-11-2024,Not disclosed
Biology Teacher,Banshi Singh Inter College,Gorakhpur,0-4 Yrs,ChemistryChemicalShapingBiologyMonitoringTeachingTeaching Biology,30 Days Ago,24-11-2024,Not disclosed
Design and Testing Engineer,Vellore Institute of Technology (VIT),Chennai,0-3 Yrs,Testing And CommissioningDesign ControlDesign EngineeringEngineeringTest engineeringSoftware testingCommissioningCompensation,30 Days Ago,24-11-2024,Not disclosed
Career Advisor (Inside sales),Pro Touch,Gurugram,0-4 Yrs,salesCommunicationB2C SalesInside salesB2CCommunication skillsCareer development,3 Days Ago,24-11-2024,3-4.5 Lacs PA
PGT History Teacher,EducoHire,Etah,1-2 Yrs,BedHistoryTeachingPGT,1 Day Ago,24-11-2024,2-3 Lacs PA
PGT English Teacher,educohire,Etah,1-2 Yrs,BedEnglish LanguageTeachingLanguagesEnglishPGT,1 Day Ago,24-11-2024,2.25-3 Lacs PA
Senior Product Manager,Rapl,Bengaluru,10-16 Yrs,Product managementTrainingSalesAgilePresalesCustomer supportManagementProduct marketing,30+ Days Ago,24-11-2024,Not disclosed
Senior Microlearning Systems Developer,Rapl,Bengaluru,6-11 Yrs,Front endquery optimizationLinuxCodingDatabase designPostgresqlManager TechnologyPHP,30+ Days Ago,24-11-2024,Not disclosed
iOS Developer,Rapl,Bengaluru,4-9 Yrs,Front endGITquery optimizationWeb technologiesCodingDatabase designios developmentMobile applications,30+ Days Ago,24-11-2024,Not disclosed
Backend-Engineer,Rapl,Bengaluru,3-7 Yrs,BackendFront endGITquery optimizationWeb technologiesLinuxCodingDatabase design,30+ Days Ago,24-11-2024,Not disclosed
Regional Sales Manager,Levista Coffee,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",5-9 Yrs,TrainingB2BRegional salesSales supportSales managementRegionalSalesManagement,30+ Days Ago,24-11-2024,Not disclosed
CISSP Instructor-Certified Information Systems Security Professional,Jagsar,Bengaluru,5-10 Yrs,dedicatedbetechnical trainingexcellent communication skillslearningcertifiedcompanysystems security,30+ Days Ago,24-11-2024,Not disclosed
Information Security Instructor- Based on ISO/IEC Standards,Jagsar,Bengaluru,10-12 Yrs,management consultingtalent managementstandardsit risk managementdedicatedinformation technologyisoiec,30+ Days Ago,24-11-2024,Not disclosed
ITIL Subject Matter Expert- Instructor,Jagsar,Bengaluru,8-10 Yrs,dedicatedtechnical knowledgedevelopmentcorporate trainingintermediatelearningfoundationtravel,30+ Days Ago,24-11-2024,Not disclosed
Project Assistant (PA)/Junior Research Fellow,Institute Of Bioinformatics And Applied Biotechnology,Bengaluru,1-6 Yrs,BiotechnologyZoologyCell biologyGeneticsBiochemistryLife sciencesBiologyResearch,30+ Days Ago,24-11-2024,Not disclosed
IBDP / IBMYP English Facilitator,Sharanya Narayani International School,Bengaluru,2-7 Yrs,M&ATeachingFacilitationMEnglishIbdp,30+ Days Ago,24-11-2024,Not disclosed
Sales and Marketing Executive,Toprankers,Bengaluru,1-2 Yrs,Cold callingPrintingLead generationSalesExecutive Sales & MarketingSocial Media ExecutiveSocial mediaSales lead generation,30+ Days Ago,24-11-2024,Not disclosed
SEO Executive,Toprankers,Bengaluru,1-3 Yrs,Project developmentSearch engine marketingE-commerceSEMLink buildingResearchSEODigital marketing,30+ Days Ago,24-11-2024,Not disclosed
Technical Analyst,Cunomial,Bengaluru,1-4 Yrs,githubGCPDiversity and InclusionSAASIT infrastructureCloudJavascriptCustomer support,30+ Days Ago,24-11-2024,Not disclosed
Senior Product Manager,Cunomial,Bengaluru,12-16 Yrs,Product managementWeb application developmentNoSQLDiversity and InclusionMySQLCloudCustomer supportJPA,30+ Days Ago,24-11-2024,Not disclosed
Product Manager,Cunomial,Bengaluru,8-12 Yrs,Product pricingDiversity and InclusionSAASIT infrastructureCloudManager TechnologyDeploymentCustomer support,30+ Days Ago,24-11-2024,Not disclosed
Mobile Developer ( iOS ),Cunomial,Bengaluru,1-4 Yrs,GraphicsPerformance tuningcontinuous integrationGITDiversity and InclusionIT infrastructureCloudAnimation,30+ Days Ago,24-11-2024,Not disclosed
Marketing Specialist,Cunomial,Bengaluru,4-5 Yrs,adobe creative suiteAnalyticalWeb developmentGoogle AdWordsContent writingHTMLCustomer supportSEO,30+ Days Ago,24-11-2024,Not disclosed
Architect,Cunomial,Bengaluru,14-20 Yrs,Web application developmentNoSQLDiversity and InclusionMySQLCloudIT infrastructureCustomer supportJPA,30+ Days Ago,24-11-2024,Not disclosed
Android Developer,Cunomial,Bengaluru,1-4 Yrs,BackendMobile developmentDiversity and InclusionIT infrastructureManager TechnologyJSONCustomer supportAndroid SDK,30+ Days Ago,24-11-2024,Not disclosed
Software Engineer,Cloodon Learning,Bengaluru,3-8 Yrs,E-learningFront endLinuxMySQLJavascriptHTMLHTTPJSON,30+ Days Ago,24-11-2024,Not disclosed
Urgent hiring For PRT Math Teacher,Way2fame,"Nagpur, Warud, Hinganghat, Wardha, Yavatmal, Dhamangaon Railway, Akola, Amravati",0-5 Yrs,PRTMathematicsTeachingHiring,Just Now,24-11-2024,Not disclosed
Urgent hiring For PRT Science teacher.,Way2fame,"Nagpur, Warud, Hinganghat, Wardha, Yavatmal, Dhamangaon Railway, Akola, Amravati",0-4 Yrs,ScienceTeachingScience TeachingPRTHiring,Just Now,24-11-2024,Not disclosed
Urgent hiring For TGT Physics.,Way2fame,"Nagpur, Warud, Hinganghat, Wardha, Yavatmal, Dhamangaon Railway, Akola, Amravati",0-4 Yrs,TGTScience TeachingPhysicsScienceHiringTeaching,Few Hours Ago,24-11-2024,Not disclosed
Urgent hiring For TGT Chemistry,Way2fame,"Nagpur, Warud, Hinganghat, Wardha, Yavatmal, Dhamangaon Railway, Akola, Amravati",0-5 Yrs,TGTBedChemistryScienceHiring,Few Hours Ago,24-11-2024,Not disclosed
Urgent hiring For TGT Biology.,Way2fame,"Nagpur, Warud, Hinganghat, Wardha, Yavatmal, Dhamangaon Railway, Akola, Amravati",0-5 Yrs,Teacher ActivitiesBiologyTeachingHiringTGT,Few Hours Ago,24-11-2024,Not disclosed
Urgent hiring For TGT SST (Social Studies) Teacher,Way2fame,"Nagpur, Warud, Wardha, Dhamangaon Railway, Akola, Amravati",0-4 Yrs,Social StudiesSocial SciencesocialTeachingSstHiringTGTScience,Few Hours Ago,24-11-2024,Not disclosed
HM - Headmistress / Vice Principal,Delhi Public High School,Yamunanagar,10-20 Yrs,pedagogy to be followed in primary sectionMonitoring Complete Education PolicyEducationMonitoringHMSPedagogy,Few Hours Ago,24-11-2024,2-7 Lacs PA
Digital Marketing Executive,Behala Institute Of Allied Health Sciences,Kolkata(Sanjib Pally +1),0-5 Yrs,PhotographyDigital MarketingSales Lead GenerationSocial Media MarketingOnline MarketingPhoto EditingSearch Engine MarketingSEO,Few Hours Ago,24-11-2024,1.75-3 Lacs PA
Business Development Manager _Lead Generation_ Hindi,Nxtwave Disruptive Technologies,"Kota, Jaipur, Jodhpur",2-6 Yrs,Presentation SkillsField SalesPresalesSales Lead GenerationBusiness DevelopmentSales StrategyBdmSales Development,Few Hours Ago,24-11-2024,8-11 Lacs PA
Sales Executive,Freelancer Tanya Sethi,Hoshiarpur,0-6 Yrs,EnglishSales And MarketingHindiPunjabiSales executive activitiesSalesMarketing,Few Hours Ago,24-11-2024,1.2-4.2 Lacs PA
Business Development Manager _Lead Generation_ Hindi,Nxtwave Disruptive Technologies,"Ahmedabad, Surat, Vadodara",2-6 Yrs,Presentation SkillsField SalesPresalesSales Lead GenerationBusiness DevelopmentSales StrategyBdmSales Development,Few Hours Ago,24-11-2024,8-11 Lacs PA
Business Development Manager _Lead Generation_Malayalam,Nxtwave Disruptive Technologies,"Malappuram, Kollam, Thrissur",2-6 Yrs,Presentation SkillsField SalesPresalesSales Lead GenerationBusiness DevelopmentSales StrategyBdmSales Development,Few Hours Ago,24-11-2024,8-11 Lacs PA
Business Development Manager _Lead Generation_ Malayalam,Nxtwave Disruptive Technologies,"Kochi, Kozhikode, Thiruvananthapuram",2-6 Yrs,Presentation SkillsField SalesPresalesSales Lead GenerationBusiness DevelopmentSales StrategyBdmSales Development,Few Hours Ago,24-11-2024,8-11 Lacs PA
Business Development Manager_Lead Qualification _Telugu,Nxtwave Disruptive Technologies,"Guntur, Kurnool, Nellore",2-4 Yrs,Team HandlingCold CallingBusiness DevelopmentLead QualificationCounsellingPresentation SkillsBusiness GenerationSales Strategy,Few Hours Ago,24-11-2024,3-6 Lacs PA
Business Development Manager _Lead Generation_ Tamil,Nxtwave Disruptive Technologies,"Nagercoil, Cuddalore, Erode",2-6 Yrs,Presentation SkillsField SalesPresalesSales Lead GenerationBusiness DevelopmentSales StrategyBdmSales Development,Few Hours Ago,24-11-2024,8-11 Lacs PA
Business Development Manager _Lead Generation_ Tamil,Nxtwave Disruptive Technologies,"Dindigul, Thanjavur, Thoothukudi",2-6 Yrs,Presentation SkillsField SalesPresalesSales Lead GenerationBusiness DevelopmentSales StrategyBdmSales Development,Few Hours Ago,24-11-2024,8-11 Lacs PA
Business Development Manager_Lead Qualification _Tamil,Nxtwave Disruptive Technologies,"Salem, Tirunelveli, Tiruchirapalli",2-4 Yrs,Team HandlingCold CallingBusiness DevelopmentLead QualificationCounsellingPresentation SkillsBusiness GenerationSales Strategy,Few Hours Ago,24-11-2024,3-6 Lacs PA
Business Development Manager_Lead Qualification _Tamil,Nxtwave Disruptive Technologies,"Madurai, Chennai, Coimbatore",2-4 Yrs,Team HandlingCold CallingBusiness DevelopmentLead QualificationCounsellingPresentation SkillsBusiness GenerationSales Strategy,Few Hours Ago,24-11-2024,3-6 Lacs PA
Business Development Manager _Lead Generation_ Marathi,Nxtwave Disruptive Technologies,"Jalgaon, Nanded, Amravati",2-6 Yrs,Presentation SkillsField SalesPresalesSales Lead GenerationBusiness DevelopmentSales StrategyBdmSales Development,Few Hours Ago,24-11-2024,8-11 Lacs PA
Business Development Manager _Lead Qualification _Marathi,Nxtwave Disruptive Technologies,"Thane, Nashik, Aurangabad",2-4 Yrs,Team HandlingCold CallingBusiness DevelopmentLead QualificationCounsellingPresentation SkillsBusiness GenerationSales Strategy,Few Hours Ago,24-11-2024,3-6 Lacs PA
Jr Hostel Warden Urgently Required at Kanakpura,Learners Zone,Kanakapura,3-5 Yrs,Hostel ManagementWarden ActivitiesSecurity ManagementFacility ManagementFacility AdministrationHostelManagementAdministration,Few Hours Ago,24-11-2024,4.5-5.5 Lacs PA
Business Development Manager _Lead Generation_ Kannada,Nxtwave Disruptive Technologies,"Hospet, Hassan, Udupi",2-6 Yrs,Presentation SkillsField SalesPresalesSales Lead GenerationBusiness DevelopmentSales StrategyBdmSales Development,Few Hours Ago,24-11-2024,8-11 Lacs PA
Sr Hostel Warden Urgently Required at Kanakpura,Learners Zone,Kanakapura,10-15 Yrs,Hostel ManagementMentoringFacility ManagementRule ImplementationWarden ActivitiesManagementSupervisionSR,Few Hours Ago,24-11-2024,8.5-10 Lacs PA
Business Development Manager _Lead Generation_ Kannada,Nxtwave Disruptive Technologies,"Raichur, Vijayapura, Davangere",2-6 Yrs,Presentation SkillsField SalesPresalesSales Lead GenerationBusiness DevelopmentSales StrategyBdmSales Development,Few Hours Ago,24-11-2024,8-11 Lacs PA
Business Development Manager _Lead Qualification _Kannada,Nxtwave Disruptive Technologies,"Hubli, Mangaluru, Belgaum",2-4 Yrs,Team HandlingCold CallingBusiness DevelopmentLead QualificationCounsellingPresentation SkillsBusiness GenerationSales Strategy,1 Day Ago,24-11-2024,3-6 Lacs PA
Jr & Sr - HR and Accounts Executive,Manpower Service,Chennai,0-5 Yrs,HR Generalist ActivitiesPayroll ManagementAccountingESICHR OperationsStatutory ComplianceAccounts FinalisationAccounts Receivable,1 Day Ago,24-11-2024,1-5 Lacs PA
Sales Development Representative,Ncr Eduservices,Remote,3-8 Yrs,B2B SalesSdrEdtechInternational SalesUS SalesSales DevelopmentUS MarketSales,1 Day Ago,24-11-2024,2.75-6 Lacs PA
Urgent hiring For Pre Primary Teacher,Way2fame,"Nagpur, Warud, Hinganghat, Wardha, Yavatmal, Dhamangaon Railway, Akola, Amravati",0-5 Yrs,MontessoriPre PrimaryEarly Childhood EducationEducationPreschoolHiringTeachingPre,1 Day Ago,24-11-2024,Not disclosed
Urgent hiring For PRT English Teacher,Way2fame,"Nagpur, Warud, Hinganghat, Wardha, Yavatmal, Dhamangaon Railway, Akola, Amravati",0-5 Yrs,English Language TrainingEnglish LanguageBedTeaching EnglishEducationTeachingLanguage trainingEnglish,1 Day Ago,24-11-2024,Not disclosed
TGT English (Trained Graduate Teacher English),Abhyuday School,Kawardha,5-7 Yrs,1. Must have very sound subject knowledge. 2. Good class management skills . 3. Must be fluent in English. 4.Good experience in teaching CBSE board classes.,1 Day Ago,24-11-2024,Not disclosed
Primary English Teacher,Msdm School,Zirakpur,0-3 Yrs,Computer KnowledgeTeaching EnglishAccount ManagementPresentation SkillsCommunication SkillsSpoken EnglishAccounts HandlingComputer Literate,1 Day Ago,24-11-2024,"60,000-72,000 PA"
"Hiring For Assistant Professors, Professors",Teamlink Consultants (opc),"Narsampet, Guntur, Tenali",1-5 Yrs,Lecturer ActivitiesTeachingProfessor ActivitiesEducationComputer ScienceAssistanceComputerHiring,1 Day Ago,24-11-2024,Not disclosed
Senior PLC /Scada Commissioning Engineer,Chemlogic Solutions,Chennai,0-3 Yrs,Industrial AutomationPLCControl SystemSCADADCSAutomation EngineeringDistributed Control SystemProgrammable Logic Controller,1 Day Ago,24-11-2024,2.4-4.2 Lacs PA
Freelance Trainer,Career Guru Kolkata,Kolkata(Kasba),0-6 Yrs,Power BiSoft Skills TrainingIELTSDigital Marketing TrainerGMATFluent EnglishCoachingTeaching English,1 Day Ago,24-11-2024,"60,000-3.6 Lacs PA"
