roles,companies,locations,experience,skills,Dates,PresentDate,salary
Receptionist / Coordinator,Nandadeep Seri Eye Hospital,Belgaum,0-2 Yrs,PDFWorkflowManagementCoordination,9 Days Ago,24-11-2024,Not disclosed
OPD Running Staff,Nandadeep Seri Eye Hospital,Belgaum,0-2 Yrs,Administration managementAdministrationPDFWorkflowManagementOPD,9 Days Ago,24-11-2024,Not disclosed
Manager - 1,Sun Pharma,Vadodara,3-8 Yrs,AnalyticalFormulationqueryManagementCostAnalytics,30+ Days Ago,24-11-2024,Not disclosed
"Darjeeling, Jalpaiguri & Alipurduar : FMCG /Medical Representative",Clouds M Pharmaz Pvt Ltd,Remote,0-1 Yrs,FMCG MarketingField SalesConvincing PowerGood Comm SkillsMedicalSalesCommMarketing,10 Days Ago,24-11-2024,1.75-2.75 Lacs PA
B Pharm,Ipca,Kandla,3-4 Yrs,IPQAOfficer ExecutivePharmaceutical,30+ Days Ago,24-11-2024,Not disclosed
Healthcare Workers,Sri Guru Harkrishan Sahib Charitable Eye Hospital Trust,Mohali,1-4 Yrs,HealthcareDoctor,30+ Days Ago,24-11-2024,Not disclosed
OT Technician / OT Assistant,Nandadeep Seri Eye Hospital,Sangli,0-2 Yrs,PDFAssistanceOT,9 Days Ago,24-11-2024,Not disclosed
digital mareter,Viveca Healthtech Devices,Amod,1-5 Yrs,digital marketingemail marketingppcgoogle adwordsbusiness developmentinternet marketingbrand managementmarketing,30+ Days Ago,24-11-2024,Not disclosed
SEO Specialist,Viveca Healthtech Devices,Amod,1-5 Yrs,SEO,30+ Days Ago,24-11-2024,Not disclosed
Wound dresser/Nurse/Paramedical staff/Physician Specialist,Triage Meditech,"Madurai, Chennai, Tiruchirapalli",1-6 Yrs,Patient CareDressingNursingOTGNMAnmOperation TheatreMidwifery,5 Days Ago,24-11-2024,2-3.5 Lacs PA
Staff Nurse,Nandadeep Seri Eye Hospital,Sangli,0-2 Yrs,NursingPDFStaff NurseGNM,9 Days Ago,24-11-2024,Not disclosed
human resource manager,Viveca Healthtech Devices,Amod,3-8 Yrs,HRManagementResourceHrsdHuman resource management,30+ Days Ago,24-11-2024,Not disclosed
website developer,Viveca Healthtech Devices,Amod,1-4 Yrs,website developerWeb technologiesDevelopmentWeb development,30+ Days Ago,24-11-2024,Not disclosed
Marketing manager,Viveca Healthtech Devices,Amod,2-7 Yrs,Marketing managerMarketingManagementMarketing management,30+ Days Ago,24-11-2024,Not disclosed
Typist / Clerk,Nandadeep Seri Eye Hospital,Sangli,0-1 Yrs,AdministrationTyping speedPDFExcelClerkmicrosoftPowerpointTyping,9 Days Ago,24-11-2024,Not disclosed
Admin Assistant,Nandadeep Seri Eye Hospital,Sangli,0-2 Yrs,AdministrationExcelPDFAssistant AdministratorAssistanceAdministrative assistance,9 Days Ago,24-11-2024,Not disclosed
Manager - 2 OSD Investigation,Sun Pharma,Kalol,12-20 Yrs,Product qualityOSDcqaManager Quality AssurancePharmacyMISInternal quality auditorInvestigation,30+ Days Ago,24-11-2024,Not disclosed
MIS Executive,Nandadeep Seri Eye Hospital,Belgaum,0-2 Yrs,AdministrationPDFAdministration ExecutiveMIS ExecutiveExecutive supportMIS,9 Days Ago,24-11-2024,Not disclosed
Officer,Glenmark Pharmaceuticals,Baddi,1-4 Yrs,TrainingSAPLMSManager Quality AssuranceEDMSTime managementRegulatory complianceMS Word,30+ Days Ago,24-11-2024,Not disclosed
EXECUTIVE,Troikaa Pharmaceuticals,Shankarpur,1-4 Yrs,Senior Executivebill checkingLabourTraining managementManagementCheckSeniorTraining,30+ Days Ago,24-11-2024,Not disclosed
EXECUTIVE,Troikaa Pharmaceuticals,Ahmedabad,1-4 Yrs,Air compressorHVACBreakdown maintenanceSenior ExecutiveEDIDistribution systemPreventive maintenanceSystem,30+ Days Ago,24-11-2024,Not disclosed
Office cum Relationship Executive,Pushpanjali medi,Kolkata,3-8 Yrs,Relationship ExecutiveSurgicalIndependent correspondenceHealthcareCorrespondenceOfficeRelationship,30+ Days Ago,24-11-2024,Not disclosed
OFFICER,Troikaa Pharmaceuticals,Ahmedabad,2-4 Yrs,ProcurementUsageAnalyticalPackagingManager Quality ControlRaw materialQC HeadRoom,30+ Days Ago,24-11-2024,Not disclosed
OPD Assistant,Nandadeep Seri Eye Hospital,Sangli,0-2 Yrs,Administration managementAdministrationPDFWorkflowManagementAssistanceOPD,9 Days Ago,24-11-2024,Not disclosed
OPD / Camp Coordinator,Nandadeep Seri Eye Hospital,Kolhapur,0-2 Yrs,AdministrationPDFCoordinationCampOPD,9 Days Ago,24-11-2024,Not disclosed
OPD Assistant,Nandadeep Seri Eye Hospital,Sangli,0-2 Yrs,PDFAssistanceOPD,9 Days Ago,24-11-2024,Not disclosed
OFFICER,Troikaa Pharmaceuticals,Ahmedabad,2-5 Yrs,ProcurementUsageAnalyticalPackagingManager Quality ControlRaw materialQC HeadRoom,30+ Days Ago,24-11-2024,Not disclosed
OFFICER,Troikaa Pharmaceuticals,Ahmedabad,2-4 Yrs,HousekeepingQuality monitoringProduction planningProduction operationsInventory controlSchedulingGMPEquipment maintenance,30+ Days Ago,24-11-2024,Not disclosed
Marketing Executive,Nandadeep Seri Eye Hospital,Ratnagiri,0-2 Yrs,PDFMarketing ExecutiveMarketing,9 Days Ago,24-11-2024,Not disclosed
General Cataract Surgeon,Nandadeep Seri Eye Hospital,Sangli,0-3 Yrs,PDFSurgeonCataract SurgerySurgeryGeneral surgeryGeneral,9 Days Ago,24-11-2024,Not disclosed
Sr. Design Engineer/Staff Engineer,Sgtc India,Gurugram,3-6 Yrs,Product engineeringSimulationAerospaceCADAnsysDeveloperProduct designUnigraphics,30+ Days Ago,24-11-2024,Not disclosed
Eye Bank Coordinator,Nandadeep Seri Eye Hospital,Sangli,0-2 Yrs,AdministrationPDFBankingData entryEyeData,9 Days Ago,24-11-2024,Not disclosed
Manager - 1,Sun Pharma,Vadodara,5-10 Yrs,Market complaintsMedical devicesRegulatory affairsTestingMedicalComplaintsRegulatoryDevices,30+ Days Ago,24-11-2024,Not disclosed
EXECUTIVE,Troikaa Pharmaceuticals,Ahmedabad,3-7 Yrs,Computer system validationEquipment qualificationHVACSenior ExecutiveProcess validationPLCWater systemProcess,30+ Days Ago,24-11-2024,Not disclosed
Jr . Officer - Warehouse,Glenmark Pharmaceuticals,Nashik,1-3 Yrs,inventory controlpharmaceuticaldispatchquality controlproductionpurchaselogisticsgmp,30+ Days Ago,24-11-2024,Not disclosed
Staff Product Compliance Engineer,Sgtc India,Gurugram,2-6 Yrs,EMIElectrical engineeringEnvironmental scienceISO 13485ComplianceAnalytical researchPackagingEMC,30+ Days Ago,24-11-2024,Not disclosed
ASST.OFFICER-QC,Ajanta Pharma,Aurangabad,1-2 Yrs,project managementquality controlisoquality auditproductiondocumentationprocess improvementroot cause analysis,30+ Days Ago,24-11-2024,Not disclosed
EXECUTIVE,Troikaa Pharmaceuticals,Ahmedabad,1-4 Yrs,Air compressorOSDHVACSenior ExecutiveRisk assessmentPreventive maintenanceProcess equipmentWater system,30+ Days Ago,24-11-2024,Not disclosed
Assistant medical staff,Sri Guru Harkrishan Sahib Charitable Eye Hospital Trust,Mohali,1-6 Yrs,MPTMLTBiochemical testsTotal quality managementMedical RepresentativeRecruitmentTestingSoftware testing,30+ Days Ago,24-11-2024,Not disclosed
Senior Executive - Quality Assurance,Healthium Medtech,Coimbatore,5-10 Yrs,Analytical chemistryExternal auditGLPBiochemistryExecutive Quality AssuranceHPLCTestingQuality assurance,30+ Days Ago,24-11-2024,Not disclosed
Associate - Warehouse,Ajanta Pharma,Dahej,3-7 Yrs,shipmentdispatchsupply chainwarehouse operationswarehouse managementstore keepinglogisticspackaging,30+ Days Ago,24-11-2024,Not disclosed
Senior Design Engineer,Sgtc India,Gurugram,4-7 Yrs,Electrical designSimulationFPGAProject managementAnalyticalAnalogCADProduct design,30+ Days Ago,24-11-2024,Not disclosed
ASSISTANT MANAGER,Troikaa Pharmaceuticals,Ahmedabad,3-6 Yrs,TrainingRisk assessmentBudgetingVendorPreventive maintenanceProcess equipmentManagementProcess,30+ Days Ago,24-11-2024,Not disclosed
Executive - QMS - Production,Ajanta Pharma,Dahej,10-12 Yrs,executive productionquality controlproductiondocumentationprocess improvementproduction departmentengineeringproduction operations,30+ Days Ago,24-11-2024,Not disclosed
Senior residents/ Medical Consultants/Resident Medical Officers,Sri Guru Harkrishan Sahib Charitable Eye Hospital Trust,"Ludhiana, Mohali, Khanna",1-6 Yrs,Data managementDiagnosticsManagementResearchSupervisionConsultingMedicalData,30+ Days Ago,24-11-2024,Not disclosed
Officer - EHS,Glenmark Pharmaceuticals,Nashik,3-5 Yrs,UsageOHSAS 18001Environmental scienceAccident investigationChemicalInspectionenvironment health safetyMIS preparation,30+ Days Ago,24-11-2024,Not disclosed
Senior Marketing Executive,Pushpanjali medi,Kolkata,3-8 Yrs,TradeSurgicalHealthcareMarketing ExecutiveSeniorMarketing,30+ Days Ago,24-11-2024,Not disclosed
Asst. Executive - Production,Ajanta Pharma,Dahej,10-12 Yrs,executive productionquality controlproductionprocess improvementinventorymanpower handlingquality standardssafety,30+ Days Ago,24-11-2024,Not disclosed
Staff Nurse/ Senior Staff,Sri Guru Harkrishan Sahib Charitable Eye Hospital Trust,Mohali,1-6 Yrs,TrainingNursingNursing StaffGNM Staff NursePatient careRegistered NurseHealthcareNICU,30+ Days Ago,24-11-2024,Not disclosed
Manager - E BMR - Production,Ajanta Pharma,Dahej,13-16 Yrs,standard operating proceduresquality controlproductiondocumentationproduction managementmanpower handlingsystemoperations,30+ Days Ago,24-11-2024,Not disclosed
ASSISTANT MANAGER,Troikaa Pharmaceuticals,Ahmedabad,3-6 Yrs,excelManagementAssistance,30+ Days Ago,24-11-2024,Not disclosed
Assistant - HVAC - Maintenance,Ajanta Pharma,Dahej,4-8 Yrs,repairhvacpreventive maintenanceventilationequipmentmotorsspare partssafety regulations,30+ Days Ago,24-11-2024,Not disclosed
Human Resources Development Manager,Pushpanjali medi,Kolkata,2-5 Yrs,Payroll processingTrainingRegulatory complianceHRComplianceProcessingResourcePayroll,30+ Days Ago,24-11-2024,Not disclosed
Medicine Sales Executive,Chemist Box,Patna,0-2 Yrs,customer callingpersonal skillsbrandingcustomer servicegratuitymedicinebusiness developmentretail sales,11 Days Ago,24-11-2024,Not disclosed
Customer Care Executive- Fresher,Falck,Gurugram,25 Nov - 29 Nov,Customer Care,14 Days Ago,24-11-2024,2.5 Lacs PA
Qc Chemist,Molclone Labs,"Kumbakonam, Chennai(Oragadam +10), Tiruchirapalli",0-5 Yrs,GLPApi DocumentationAnalysisAPI TestingHPLCFDAChemical AnalysisWet Analysis,13 Days Ago,24-11-2024,2-3.5 Lacs PA
Walkin - GRO / PCC - 0 To 5 yrs - Loc: Siruseri Unit,Dr.Kamakshi Memorial Hospital,Chennai(Egattur),21 Nov - 30 Nov,ReceptionFront DeskGROFront OfficePatient Care CoordinatorHospital AdministrationReceptionist ActivitiesGuest Relations Officer,12 Days Ago,24-11-2024,1.75-3 Lacs PA
Business Development Executive/Manager,Triage Meditech,"Hybrid - Kannur, Kottayam, Thiruvananthapuram",2-5 Yrs,Pharma SellingEquipment SalesMedical Equipment SalesMedical DevicesHospital SalesSalesbusinessSales And Marketing,5 Days Ago,24-11-2024,Not disclosed
Chemist,Ipca,Kannauj,2-6 Yrs,ComplianceCustomer service,30+ Days Ago,24-11-2024,Not disclosed
Consultant Doctor,VCare,"South Goa, North Goa(Goa Velha), Shimoga(Vinoba Nagara)",0-5 Yrs,DoctorayushClinicsAyurvedaHair CareDermatologySkin CareCosmetologyBSMS,13 Days Ago,24-11-2024,3-3.75 Lacs PA
Marketing Executive (Medical Representative),Tablets India Ltd.,Mysuru,0-2 Yrs,medical writingmedical salespharmaceuticalpharma marketingbusiness developmentmedical affairspharmacovigilanceresearch,11 Days Ago,24-11-2024,Not disclosed
Marketing Executive (Medical Representative),Tablets India Ltd.,Patna,0-2 Yrs,medical writingmedical salespharmaceuticalpharma marketingbusiness developmentmedical affairspharmacovigilanceresearch,11 Days Ago,24-11-2024,Not disclosed
Marketing Executive (Medical Representative),Tablets India Ltd.,Nizamabad,0-2 Yrs,medical writingmedical salespharmaceuticalpharma marketingbusiness developmentmedical affairspharmacovigilanceresearch,11 Days Ago,24-11-2024,Not disclosed
Marketing Executive (Medical Representative),Tablets India Ltd.,Kurnool,0-2 Yrs,medical writingmedical salespharmaceuticalpharma marketingbusiness developmentmedical affairspharmacovigilanceresearch,11 Days Ago,24-11-2024,Not disclosed
Executive,Ipca,Kannauj,5-10 Yrs,Financial statementsAccountingFinanceRegulatory complianceTaxationManagementPayroll administrationAuditing,30+ Days Ago,24-11-2024,Not disclosed
Associate - Medical Transcriptionist,Aster Pharmacy,Kannur,0-2 Yrs,medical writingpharmaceuticalproofertranscriptionmtclinical data managementpharmacovigilancemedical underwriting,11 Days Ago,24-11-2024,Not disclosed
Associate - Medical Transcriptionist,Aster Medcity,Kannur,0-3 Yrs,medical writingpharmaceuticalproofertranscriptionmtclinical data managementpharmacovigilancemedical underwriting,11 Days Ago,24-11-2024,Not disclosed
Officer / Sr . Officer,Ipca,Vadodara,1-5 Yrs,Senior managementHR operationsProject managementManagementHrsdSROperationsProject,30+ Days Ago,24-11-2024,Not disclosed
ICU Registrar (Junior consultant Critical Care),Vitality Healthcare,Siliguri,0-2 Yrs,anesthesiaIDCCMAnaesthesiologistCritical Care MedicineInternal MedicineCTCCMICCUAnaesthesiology,13 Days Ago,24-11-2024,12-18 Lacs PA
RAINEE MEDICAL REPRESENTATIVE,Galcare Pharmaceuetical,"Bhagalpur, Muzaffarpur, Patna, Gaya",0-1 Yrs,SalesPharma sellingMedical RepresentativeMedicalPharmaceuticalSelling,12 Days Ago,24-11-2024,Not disclosed
Medical Device,Meril,Visakhapatnam,5-10 Yrs,SANAdministrationHead Business DevelopmentSalesSOCHealthcareCRMMedical devices,30+ Days Ago,24-11-2024,Not disclosed
Associate Manager Business Finance,Sgtc India,Gurugram,7-9 Yrs,TDSUS GAAPFinancial analysisMISReconciliationTransfer pricingDeveloperIndirect taxation,30+ Days Ago,24-11-2024,Not disclosed
Manager - Corporate Quality Compliance,Sun Pharma,Vadodara,13-14 Yrs,Product qualityMarket complaintsHead Business DevelopmentQuality systemsComplaint handlingReconciliationInvestigationLife sciences,30+ Days Ago,24-11-2024,Not disclosed
Manager - Technical Sales Pharmaceuticals,International Panaacea Limited,Gurugram,5-7 Yrs,Business administrationTrainingInterpersonal skillsSales strategySales RepresentativePharmaHealthcarePharmaceutical sales,30+ Days Ago,24-11-2024,Not disclosed
Officer,Troikaa Pharmaceuticals,Ahmedabad,1-4 Yrs,ProcurementUsageAnalyticalPackagingManager Quality ControlRaw materialQC HeadRoom,30+ Days Ago,24-11-2024,Not disclosed
Sr. Executive,Troikaa Pharmaceuticals,Ahmedabad,5-15 Yrs,Analytical skillsMS SQLjQueryVB.NETSQL databaseData modelingSenior Executivehtml5,30+ Days Ago,24-11-2024,Not disclosed
Business Development Executive/Manager,Triage Meditech,"Hybrid - Ernakulam, Thrissur, Kozhikode",2-5 Yrs,Pharma SellingEquipment SalesMedical Equipment SalesMedical DevicesHospital SalesSalesbusinessSales And Marketing,5 Days Ago,24-11-2024,Not disclosed
Business Development Executive/Manager,Triage Meditech,"Hybrid - Chennai, Tiruchirapalli",2-5 Yrs,Pharma SellingEquipment SalesMedical Equipment SalesMedical DevicesHospital SalesSalesbusinessSales And Marketing,5 Days Ago,24-11-2024,Not disclosed
Business Development Executive/Manager,Triage Meditech,"Hybrid - Madurai, Salem, Coimbatore",2-5 Yrs,Pharma SellingEquipment SalesMedical Equipment SalesMedical DevicesHospital SalesSalesbusinessSales And Marketing,5 Days Ago,24-11-2024,Not disclosed
Assistant Manager,Troikaa Pharmaceuticals,Ahmedabad,5-8 Yrs,CRONDDSLiteratureGLPmanagementassistance,30+ Days Ago,24-11-2024,Not disclosed
Officer,Troikaa Pharmaceuticals,Ahmedabad,2-5 Yrs,ProcurementUsageAnalyticalPackagingManager Quality ControlRaw materialQC HeadRoom,30+ Days Ago,24-11-2024,Not disclosed
Assistant,Ajanta Pharma,Dahej,2-8 Yrs,BasicStock controlStock replenishmentStock managementPharmaInventory managementOrder processingWarehouse operations,30+ Days Ago,24-11-2024,Not disclosed
Executive,Troikaa Pharmaceuticals,Ahmedabad,3-7 Yrs,Computer system validationEquipment qualificationHVACSenior ExecutiveProcess validationPLCWater systemcomputer,30+ Days Ago,24-11-2024,Not disclosed
Officer,Troikaa Pharmaceuticals,Ahmedabad,2-10 Yrs,HousekeepingQuality monitoringProduction planningProduction operationsInventory controlSchedulingGMPEquipment maintenance,30+ Days Ago,24-11-2024,Not disclosed
Executive,Troikaa Pharmaceuticals,Ahmedabad,3-7 Yrs,Air compressorOSDHVACSenior ExecutiveRisk assessmentPreventive maintenanceProcess equipmentWater system,30+ Days Ago,24-11-2024,Not disclosed
Executive,Troikaa Pharmaceuticals,Ahmedabad,5-10 Yrs,Air compressorHVACBreakdown maintenanceSenior ExecutiveEDIDistribution systemPreventive maintenancesystem,30+ Days Ago,24-11-2024,Not disclosed
Assistant Manager,Troikaa Pharmaceuticals,Ahmedabad,6-12 Yrs,TrainingRisk assessmentBudgetingVendorPreventive maintenanceProcess equipmentmanagementassessment,30+ Days Ago,24-11-2024,Not disclosed
Faculty / Consultant / Senior Resident,Dayanand Medical College & Hospital (DMC&H),Ludhiana,0-5 Yrs,general medicinePathologyEmergency Medicinenuclear medicineSurgeryRheumatologyRadiologypulmonary medicine,15 Days Ago,24-11-2024,Not disclosed
Assistant Manager,Troikaa Pharmaceuticals,Mohali,7-10 Yrs,Assistant Manager,30+ Days Ago,24-11-2024,Not disclosed
Executive,Troikaa Pharmaceuticals,Ahmedabad,3-15 Yrs,Analytical skillsMS SQLjQueryVB.NETSQL databaseData modelinghtml5Senior Executive,30+ Days Ago,24-11-2024,Not disclosed
Assistant Manager,Troikaa Pharmaceuticals,Ahmedabad,3-5 Yrs,Brand campaignsProcurementTrainingData analysisField StaffMedical servicesMarketing planningConceptualization,30+ Days Ago,24-11-2024,Not disclosed
Assistant Manager,Troikaa Pharmaceuticals,Ahmedabad,3-6 Yrs,Patent prosecutionPublishingFormulationInfringement analysisanalysismanagementprosecutionpatents,30+ Days Ago,24-11-2024,Not disclosed
Manager,Troikaa Pharmaceuticals,Ahmedabad,10-15 Yrs,Sales HeadTrainingExcelCDatabaseManagementRecruitmentdbms,30+ Days Ago,24-11-2024,Not disclosed
Senior Engineer - SCADA Application,Sgtc India,Gurugram,5-6 Yrs,Computer scienceAutomationERPAnalyticalShop floorAgileScrumSCADA,30+ Days Ago,24-11-2024,Not disclosed
Executive - Pharmacokinetics,Sun Pharma,Vadodara,1-4 Yrs,ComplianceRegulatory complianceGLPPharmacokineticsVendor coordinationHPLCPreventive maintenancePrincipal,30+ Days Ago,24-11-2024,Not disclosed
Pharmacy Aide,Sri Suki Pharma,"Chennai, Chittoor, Vellore, Ranipet",1-6 Yrs,pharmaceuticalcomputer operatingpharmaceuticsquality controlproductionpurchasemedicinepharmacovigilance,30+ Days Ago,24-11-2024,Not disclosed
Senior manager,Meril,Pardi,5-10 Yrs,Supply chainProcurementTrainingSANMedical devicesSOCSMSHealthcare,30+ Days Ago,24-11-2024,Not disclosed
Executive,Sun Pharma,Vadodara,2-8 Yrs,BiotechnologyExecutiveMicrobiologyAnalyticalDownstream processingProcess developmentBiochemistryDownstream,30+ Days Ago,24-11-2024,Not disclosed
Pharmacist,Sri Suki Pharma,"Chennai, Chittoor, Vellore, Ranipet",1-6 Yrs,PDFpharmacy aideMarketing ExecutiveRetail SupervisorPharmacyMarketingRetail,30+ Days Ago,24-11-2024,Not disclosed
R&D-Compliance and Admin Manager,Sgtc India,Gurugram,6-10 Yrs,EHSPublishingPharmaDisaster recoveryHealthcareSchedulingFacility managementMonitoring,30+ Days Ago,24-11-2024,Not disclosed
SENIOR OFFICER - EHS,Sun Pharma,Vadodara,2-7 Yrs,Waste managementEHSFire preventionFire alarm systemPublic address systemEHS managementIncident managementMonitoring,16 Days Ago,24-11-2024,Not disclosed
Officer/Senior Officer - Production (MDI/Inhalers/Nasal),Glenmark Pharmaceuticals,Aurangabad,3-7 Yrs,Batch manufacturingTrainingInstrument calibrationWarehouseMonitoringPreventive maintenanceMdiManufacturing,30+ Days Ago,24-11-2024,Not disclosed
Sales Engineer,NJD Projects,Guwahati(Dispur),0-2 Yrs,Service EngineeringField WorkAgricultureOEM SalesMedical Equipmentsales engineeringIndustrial SalesProject Sales,6 Days Ago,24-11-2024,2.16-3 Lacs PA
Manager,Troikaa Pharmaceuticals,Ahmedabad,5-6 Yrs,SupervisorContract managementSocial mediaCompetitor analysisReconciliationqueryFinancial managementManagement,30+ Days Ago,24-11-2024,Not disclosed
Business Officer,Zuventus Healthcare,Kanpur,1-4 Yrs,Payment collectionSalesPaymentsCollections,16 Days Ago,24-11-2024,Not disclosed
Business Officer,Zuventus Healthcare,Kolhapur,1-4 Yrs,Payment collectionSalesCollectionsPayments,16 Days Ago,24-11-2024,Not disclosed
Assistant Manager,Troikaa Pharmaceuticals,Ahmedabad,3-8 Yrs,Product launchTrainingTradeField StaffSalesqueryPackagingManual,30+ Days Ago,24-11-2024,Not disclosed
Area Business Manager Athena Dhanbad,Zuventus Healthcare,Dhanbad,2-6 Yrs,SUBTeam managementSecondary salesManagementAthenaSecondaryTeamSales,17 Days Ago,24-11-2024,Not disclosed
Staff nurse_Noida,Nanavati Max Super Speciality Hospital,Gurugram,1-6 Yrs,Waste managementNursingMatrixAclsStaff NurseIndentingBlsInventory management,16 Days Ago,24-11-2024,Not disclosed
Product Manager - Alcohol enzymes,International Panaacea Limited,Gurugram,3-6 Yrs,Product managementProduct launchPromotional campaignsMarket analysisInterpersonal skillsSales strategyProject managementFormulation,30+ Days Ago,24-11-2024,Not disclosed
Medical Advisor,Intas,Ahmedabad,2-7 Yrs,CardiovascularMedical AffairsMedical,16 Days Ago,24-11-2024,Not disclosed
Product Manager,Intas,Ahmedabad,3-8 Yrs,Product StrategyProduct ManagementProduct PlanningProduct PromotionProduct InnovationProduct MarketingProduct Life Cycle ManagementInnovation,16 Days Ago,24-11-2024,Not disclosed
Zonal Sales Manager Healthcare Patna,Zuventus Healthcare,Patna,12-15 Yrs,Product launchTeam managementSales planningSalesComplianceAnalyticalTeam developmentHealthcare,17 Days Ago,24-11-2024,Not disclosed
Area Manager- Sales,Absolute,"Jalandhar, Ludhiana, Patiala, Amritsar",3-13 Yrs,Direct salesBusiness processInterpersonal skillsTeam leadingTeam managementSalesFormulationFocus,16 Days Ago,24-11-2024,Not disclosed
Sr. Executive,Meril,Pardi,1-3 Yrs,ProcurementProject evaluationAutomationPATCostingSenior ExecutiveProcess improvementOperations,30+ Days Ago,24-11-2024,Not disclosed
Senior Officer,Glenmark Pharmaceuticals,Baddi,2-5 Yrs,ComplianceIPQAShop floorMonitoringSeniorFlooring,18 Days Ago,24-11-2024,Not disclosed
Research Scientist ADL,Intas,Ahmedabad(Matoda),2-7 Yrs,Analytical DevelopmentAnalytical Method ValidationCalibrationMethod DevelopmentMethodsAnalyticsMethod validationDevelopment,17 Days Ago,24-11-2024,Not disclosed
R&D Chemist - API,Alembic Pharmaceuticals,Vadodara,3-8 Yrs,Api SynthesisOrganic ChemistryOrganic SynthesisRSynthesisChemistryAPI,16 Days Ago,24-11-2024,Not disclosed
Graphic Designer,Apollo Clinic,"Hybrid - Tambaram, Chennai(East Tambaram +1)",2-7 Yrs,Digital MarketingDesignCreativeSocial Media MarketingGraphic DesigningPhotoshopMarketingDigital,18 Days Ago,24-11-2024,2-3.75 Lacs PA
Prodution Supervisor,Healthium Medtech,"Sulur, Coimbatore(Sulur )",6-10 Yrs,Machinery Break DownManpower HandlingPlanningBreakersHandlingMachineryManpower,17 Days Ago,24-11-2024,3-4 Lacs PA
Senior manager,Meril,Pardi,6-9 Yrs,ProcurementSupply chainTrainingMedical devicesQuality standardsISO 13485Manager Quality ControlContinuous improvement,30+ Days Ago,24-11-2024,Not disclosed
Business Officer Athena Sahebganj,Zuventus Healthcare,Sahibganj,1-4 Yrs,Payment collectionSalesAthenaCollectionsPayments,17 Days Ago,24-11-2024,Not disclosed
Business Officer,Zuventus Healthcare,Lucknow,1-4 Yrs,Payment collectionSalesPaymentsCollections,17 Days Ago,24-11-2024,Not disclosed
Business Officer,Zuventus Healthcare,Tiruchirapalli,1-4 Yrs,Payment collectionSalesHealthcareCollectionsPayments,18 Days Ago,24-11-2024,Not disclosed
Territory Manager- Sales,Absolute,Jalgaon,2-5 Yrs,Market developmentCustomer managementTeam managementPeople management skillsCustomer handlingCustomer serviceSales managementCRM,18 Days Ago,24-11-2024,Not disclosed
Sales Professionals,Meril,Visakhapatnam,1-4 Yrs,AdministrationLead generationPayment collectionInterpersonal skillsSalesTime managementManagementCollections,30+ Days Ago,24-11-2024,Not disclosed
Officer - Environment,Intas,Valia,3-5 Yrs,EHSEnvironmentETPMEERO,17 Days Ago,24-11-2024,Not disclosed
Officer - Safety,Intas,Valia,3-5 Yrs,EHSSafetySafety AuditsRisk Assessmentmock drillWork permitfireAssessment,17 Days Ago,24-11-2024,Not disclosed
Associate Scientist - Formulation Development (Injectables),Intas,Ahmedabad(Matoda),5-10 Yrs,Formulation DevelopmentLyophilizationLiquidResearch And DevelopmentInjectablesDevelopmentResearchFormulation,16 Days Ago,24-11-2024,5-10 Lacs PA
Manager,Sun Pharma,Vadodara,7-22 Yrs,Regulatory AssociatequeryManagement,17 Days Ago,24-11-2024,Not disclosed
Manager -2,Sun Pharma,Vadodara,7-19 Yrs,Regulatory AssociatequeryManagement,17 Days Ago,24-11-2024,Not disclosed
Territory Business Executive,Novartis,"Prayagraj, Varanasi, Ghaziabad, Kanpur, Lucknow, Agra",4-13 Yrs,Data analysisSalesPerformance managementNetworkingPharmaHealthcareCross functional coordinationCustomer engagement,18 Days Ago,24-11-2024,Not disclosed
Area Manager- Sales,Absolute,Chandigarh,3-13 Yrs,Direct salesBusiness processInterpersonal skillsTeam leadingTeam managementSalesBusiness planningFloriculture,18 Days Ago,24-11-2024,Not disclosed
Sr. Software Engineer- Cloud/Web Software,Sgtc India,Gurugram,3-6 Yrs,XMLOOADEclipseMySQLJavascriptHTMLJSONVisual Studio,30+ Days Ago,24-11-2024,Not disclosed
Territory Business Executive,Novartis,"Guwahati, Silchar, Dibrugarh, Tezpur, Nagaon",1-3 Yrs,Data analysisSalesPerformance managementNetworkingPharmaHealthcareCross functional coordinationCustomer engagement,18 Days Ago,24-11-2024,Not disclosed
Product Expansion Analyst,Pure Natural Products,Faridabad,2-5 Yrs,EconomicsData analysisPurchaseExcelSenior AnalystAnalyticalRelationshipResearch,30+ Days Ago,24-11-2024,Not disclosed
Production - Officer / Senior Officer,Intas,Ahmedabad(Matoda),2-7 Yrs,Solid OralsGranulationSolid Oral ProductionCompressionBmr ReviewTabletsCoatingCapsule Filling,19 Days Ago,24-11-2024,Not disclosed
Senior Executive,Sun Pharma,Kalol,7-8 Yrs,Action planSenior ExecutiveSenior Vice PresidentFinanceProduct life cycle managementRegulatory affairsBusiness continuityCost,19 Days Ago,24-11-2024,Not disclosed
CNO / Nursing Superintendent,Paras Healthcare Limited,Kanpur,15-24 Yrs,NursingPatient CareHospital AdministrationClinical OperationsHospital ManagementMedical ServicesNABHOperations,18 Days Ago,24-11-2024,Not disclosed
Pharmacist,Pure Natural Products,Faridabad,2-5 Yrs,ERPLegal compliancePharmacyPackagingHealthcareWorkflowTraining and DevelopmentOperations,30+ Days Ago,24-11-2024,Not disclosed
